id_acteur,nom,prenom,parti,debut,nom_parti
PA794658,Fait,Philippe,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA794658,Fait,Philippe,PO852528,2025-12-03,Horizons
PA794658,Fait,Philippe,PO806430,2022-12-02,Ensemble
PA718860,Taurine,Bénédicte,PO744856,2017-12-01,La France Insoumise
PA718860,Taurine,Bénédicte,PO744856,2022-12-02,La France Insoumise
PA719496,Cabaré,Pierre,PO744854,2017-12-01,En marche !
PA719496,Cabaré,Pierre,PO761294,2018-12-01,La République en Marche
PA606545,Roumégas,Jean-Louis,PO852530,2024-12-04,Les Écologistes - EELV
PA606545,Roumégas,Jean-Louis,PO684936,2012-12-01,Europe Écologie Les Verts
PA606545,Roumégas,Jean-Louis,PO852530,2025-12-03,Les Écologistes - EELV
PA841919,Diop,Dieynaba,PO684932,2025-12-03,Parti socialiste
PA841919,Diop,Dieynaba,PO684932,2024-12-04,Parti socialiste
PA793374,Baubry,Romain,PO761239,2025-12-03,Rassemblement national
PA793374,Baubry,Romain,PO761239,2022-12-02,Rassemblement national
PA793374,Baubry,Romain,PO761239,2024-12-04,Rassemblement national
PA1567,Guedj,Jérôme,PO684932,2022-12-02,Parti socialiste
PA1567,Guedj,Jérôme,PO684932,2024-12-04,Parti socialiste
PA1567,Guedj,Jérôme,PO684932,2025-12-03,Parti socialiste
PA1567,Guedj,Jérôme,PO684932,2012-12-01,Parti socialiste
PA720438,Di Pompeo,Christophe,PO761294,2018-12-01,La République en Marche
PA720438,Di Pompeo,Christophe,PO744854,2017-12-01,En marche !
PA341981,Récalde,Marie,PO684932,2024-12-04,Parti socialiste
PA341981,Récalde,Marie,PO684932,2012-12-01,Parti socialiste
PA341981,Récalde,Marie,PO684932,2025-12-03,Parti socialiste
PA1838,Lassalle,Jean,PO705103,2016-12-01,Non rattaché(s)
PA1838,Lassalle,Jean,PO744858,2017-12-01,Régions et peuples solidaires
PA1838,Lassalle,Jean,PO685806,2012-12-01,Le Centre pour la France
PA794022,Iordanoff,Jérémie,PO852530,2025-12-03,Les Écologistes - EELV
PA794022,Iordanoff,Jérémie,PO684936,2022-12-02,Europe Écologie Les Verts
PA794022,Iordanoff,Jérémie,PO852530,2024-12-04,Les Écologistes - EELV
PA719922,Causse,Lionel,PO761294,2018-12-01,La République en Marche
PA719922,Causse,Lionel,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719922,Causse,Lionel,PO744854,2017-12-01,En marche !
PA719922,Causse,Lionel,PO806430,2022-12-02,Ensemble
PA719922,Causse,Lionel,PO806426,2025-12-03,Alliance centriste
PA841139,Gabarron,Julien,PO761239,2025-12-03,Rassemblement national
PA841139,Gabarron,Julien,PO761239,2024-12-04,Rassemblement national
PA720046,Dufeu,Audrey,PO761294,2018-12-01,La République en Marche
PA720046,Dufeu,Audrey,PO744854,2017-12-01,En marche !
PA721852,Lebec,Marie,PO806430,2022-12-02,Ensemble
PA721852,Lebec,Marie,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721852,Lebec,Marie,PO761294,2018-12-01,La République en Marche
PA721852,Lebec,Marie,PO744854,2017-12-01,En marche !
PA721852,Lebec,Marie,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA1008,David,Alain,PO684932,2024-12-04,Parti socialiste
PA1008,David,Alain,PO684932,2025-12-03,Parti socialiste
PA1008,David,Alain,PO684932,2022-12-02,Parti socialiste
PA1008,David,Alain,PO684932,2017-12-01,Parti socialiste
PA795192,Chailloux,Steve,PO684926,2022-12-02,Parti communiste français
PA346054,Maquet,Emmanuel,PO710396,2022-12-02,Les Républicains
PA346054,Maquet,Emmanuel,PO710396,2017-12-01,Les Républicains
PA793680,Couturier,Catherine,PO744856,2022-12-02,La France Insoumise
PA841645,Bernhardt,Théo,PO761239,2025-12-03,Rassemblement national
PA841645,Bernhardt,Théo,PO761239,2024-12-04,Rassemblement national
PA672,Bridey,Jean-Jacques,PO761294,2018-12-01,La République en Marche
PA672,Bridey,Jean-Jacques,PO744854,2017-12-01,En marche !
PA672,Bridey,Jean-Jacques,PO684932,2012-12-01,Parti socialiste
PA719162,Dubois,Jacqueline,PO744854,2017-12-01,En marche !
PA719162,Dubois,Jacqueline,PO761294,2018-12-01,La République en Marche
PA721824,Renson,Hugues,PO744854,2017-12-01,En marche !
PA721824,Renson,Hugues,PO761294,2018-12-01,La République en Marche
PA721872,Poirson,Brune,PO761294,2020-12-01,La République en Marche
PA719052,Kervran,Loïc,PO744854,2017-12-01,En marche !
PA719052,Kervran,Loïc,PO852528,2025-12-03,Horizons
PA719052,Kervran,Loïc,PO761294,2018-12-01,La République en Marche
PA719052,Kervran,Loïc,PO806430,2022-12-02,Ensemble
PA719052,Kervran,Loïc,PO852528,2024-12-04,Horizons
PA840903,Christophle,Paul,PO684932,2025-12-03,Parti socialiste
PA840903,Christophle,Paul,PO684932,2024-12-04,Parti socialiste
PA793832,Gillet,Yoann,PO761239,2024-12-04,Rassemblement national
PA793832,Gillet,Yoann,PO761239,2022-12-02,Rassemblement national
PA793832,Gillet,Yoann,PO761239,2025-12-03,Rassemblement national
PA721896,Faucillon,Elsa,PO684926,2025-12-03,Parti communiste français
PA721896,Faucillon,Elsa,PO684926,2022-12-02,Parti communiste français
PA721896,Faucillon,Elsa,PO684926,2017-12-01,Parti communiste français
PA721896,Faucillon,Elsa,PO684926,2024-12-04,Parti communiste français
PA794478,Guiraud,David,PO744856,2022-12-02,La France Insoumise
PA794478,Guiraud,David,PO744856,2025-12-03,La France Insoumise
PA794478,Guiraud,David,PO744856,2024-12-04,La France Insoumise
PA767,Cattin,Jacques,PO710396,2017-12-01,Les Républicains
PA794590,Loubet,Alexandre,PO761239,2024-12-04,Rassemblement national
PA794590,Loubet,Alexandre,PO761239,2025-12-03,Rassemblement national
PA794590,Loubet,Alexandre,PO761239,2022-12-02,Rassemblement national
PA720952,Taché,Aurélien,PO744854,2017-12-01,En marche !
PA720952,Taché,Aurélien,PO684936,2022-12-02,Europe Écologie Les Verts
PA720952,Taché,Aurélien,PO744856,2025-12-03,La France Insoumise
PA720952,Taché,Aurélien,PO761294,2018-12-01,La République en Marche
PA720952,Taché,Aurélien,PO684936,2020-12-01,Europe Écologie Les Verts
PA720952,Taché,Aurélien,PO744856,2024-12-04,La France Insoumise
PA342384,Martin,Élisa,PO744856,2024-12-04,La France Insoumise
PA342384,Martin,Élisa,PO744856,2025-12-03,La France Insoumise
PA342384,Martin,Élisa,PO744856,2022-12-02,La France Insoumise
PA606793,Baumel,Laurent,PO684932,2024-12-04,Parti socialiste
PA606793,Baumel,Laurent,PO684932,2012-12-01,Parti socialiste
PA606793,Baumel,Laurent,PO684932,2025-12-03,Parti socialiste
PA793354,Mélin,Joëlle,PO761239,2024-12-04,Rassemblement national
PA793354,Mélin,Joëlle,PO761239,2025-12-03,Rassemblement national
PA793354,Mélin,Joëlle,PO761239,2022-12-02,Rassemblement national
PA721070,Ramassamy,Nadia,PO710396,2017-12-01,Les Républicains
PA795580,Chauche,Florian,PO744856,2022-12-02,La France Insoumise
PA793158,Beaurain,José,PO761239,2025-12-03,Rassemblement national
PA793158,Beaurain,José,PO761239,2024-12-04,Rassemblement national
PA793158,Beaurain,José,PO761239,2022-12-02,Rassemblement national
PA841761,Dutremble,Aurélien,PO761239,2024-12-04,Rassemblement national
PA841761,Dutremble,Aurélien,PO761239,2025-12-03,Rassemblement national
PA793892,Galzy,Stéphanie,PO761239,2022-12-02,Rassemblement national
PA793892,Galzy,Stéphanie,PO761239,2025-12-03,Rassemblement national
PA793892,Galzy,Stéphanie,PO761239,2024-12-04,Rassemblement national
PA702052,Sage,Maina,PO715738,2016-12-01,No Oe E Te Nuna'a
PA702052,Sage,Maina,PO686032,2014-12-01,Tahoeraa Huiraatira
PA702052,Sage,Maina,PO710630,2015-12-01,Rautahi - Rassemblement pour la Polynésie française
PA702052,Sage,Maina,PO744860,2017-12-01,Tapura Huiraatira
PA720878,Saint-Martin,Laurent,PO744854,2017-12-01,En marche !
PA720878,Saint-Martin,Laurent,PO761294,2018-12-01,La République en Marche
PA841837,Le Bourgeois,Robert,PO761239,2025-12-03,Rassemblement national
PA841837,Le Bourgeois,Robert,PO761239,2024-12-04,Rassemblement national
PA722190,Attal,Gabriel,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722190,Attal,Gabriel,PO744854,2017-12-01,En marche !
PA722190,Attal,Gabriel,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793194,Vuibert,Lionel,PO744858,2025-12-03,Régions et peuples solidaires
PA793194,Vuibert,Lionel,PO806430,2022-12-02,Ensemble
PA266797,Gosselin,Philippe,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA266797,Gosselin,Philippe,PO710396,2017-12-01,Les Républicains
PA266797,Gosselin,Philippe,PO710396,2024-12-04,Les Républicains
PA266797,Gosselin,Philippe,PO710396,2015-12-01,Les Républicains
PA266797,Gosselin,Philippe,PO710396,2025-12-03,Les Républicains
PA266797,Gosselin,Philippe,PO710396,2022-12-02,Les Républicains
PA721828,Berete,Fanta,PO806430,2022-12-02,Ensemble
PA342601,Brindeau,Pascal,PO744864,2019-12-01,"Union des démocrates, radicaux et libéraux"
PA719326,Gipson,Séverine,PO761294,2018-12-01,La République en Marche
PA719326,Gipson,Séverine,PO744854,2017-12-01,En marche !
PA795050,Panosyan-Bouvet,Astrid,PO806430,2022-12-02,Ensemble
PA795050,Panosyan-Bouvet,Astrid,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719718,Maillart-Méhaignerie,Laurence,PO744854,2017-12-01,En marche !
PA719718,Maillart-Méhaignerie,Laurence,PO806430,2022-12-02,Ensemble
PA719718,Maillart-Méhaignerie,Laurence,PO761294,2018-12-01,La République en Marche
PA795438,Keke,Rachel,PO744856,2022-12-02,La France Insoumise
PA841013,Mesnard,Isabelle,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720576,Bois,Pascal,PO761294,2018-12-01,La République en Marche
PA720576,Bois,Pascal,PO744854,2017-12-01,En marche !
PA343493,Rouillard,Gwendal,PO744854,2017-12-01,En marche !
PA343493,Rouillard,Gwendal,PO761294,2018-12-01,La République en Marche
PA343493,Rouillard,Gwendal,PO684932,2012-12-01,Parti socialiste
PA721808,Crouzet,Michèle,PO684938,2020-12-01,Mouvement Démocrate
PA721808,Crouzet,Michèle,PO744854,2017-12-01,En marche !
PA721808,Crouzet,Michèle,PO761294,2018-12-01,La République en Marche
PA719890,Brulebois,Danielle,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719890,Brulebois,Danielle,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719890,Brulebois,Danielle,PO744854,2017-12-01,En marche !
PA719890,Brulebois,Danielle,PO806430,2022-12-02,Ensemble
PA719890,Brulebois,Danielle,PO761294,2018-12-01,La République en Marche
PA721542,Verdier-Jouclas,Marie-Christine,PO744854,2017-12-01,En marche !
PA721542,Verdier-Jouclas,Marie-Christine,PO761294,2018-12-01,La République en Marche
PA793432,Allisio,Franck,PO761239,2022-12-02,Rassemblement national
PA793432,Allisio,Franck,PO761239,2024-12-04,Rassemblement national
PA793432,Allisio,Franck,PO761239,2025-12-03,Rassemblement national
PA721876,Morenas,Adrien,PO744854,2017-12-01,En marche !
PA721876,Morenas,Adrien,PO761294,2018-12-01,La République en Marche
PA722178,Maire,Jacques,PO744854,2017-12-01,En marche !
PA722178,Maire,Jacques,PO761294,2018-12-01,La République en Marche
PA793394,Delaporte,Arthur,PO684932,2025-12-03,Parti socialiste
PA793394,Delaporte,Arthur,PO684932,2022-12-02,Parti socialiste
PA793394,Delaporte,Arthur,PO684932,2024-12-04,Parti socialiste
PA719918,Lainé,Fabien,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719918,Lainé,Fabien,PO684938,2017-12-01,Mouvement Démocrate
PA719918,Lainé,Fabien,PO806430,2022-12-02,Ensemble
PA722308,Serre,Nathalie,PO710396,2020-12-01,Les Républicains
PA722308,Serre,Nathalie,PO710396,2022-12-02,Les Républicains
PA720672,Therry,Robert,PO710396,2020-12-01,Les Républicains
PA794154,Raux,Jean-Claude,PO852530,2025-12-03,Les Écologistes - EELV
PA794154,Raux,Jean-Claude,PO852530,2024-12-04,Les Écologistes - EELV
PA794154,Raux,Jean-Claude,PO684936,2022-12-02,Europe Écologie Les Verts
PA718910,Colomb-Pitollat,Claire,PO806430,2022-12-02,Ensemble
PA718910,Colomb-Pitollat,Claire,PO744854,2017-12-01,En marche !
PA718910,Colomb-Pitollat,Claire,PO761294,2018-12-01,La République en Marche
PA720030,Freschi,Alexandre,PO761294,2018-12-01,La République en Marche
PA720030,Freschi,Alexandre,PO744854,2017-12-01,En marche !
PA2828,Tourret,Alain,PO761294,2018-12-01,La République en Marche
PA2828,Tourret,Alain,PO684934,2012-12-01,Parti radical de gauche
PA2828,Tourret,Alain,PO744854,2017-12-01,En marche !
PA563,Bompard,Jacques,PO710611,2015-12-01,Debout la France
PA563,Bompard,Jacques,PO685821,2012-12-01,Démocratie et République
PA563,Bompard,Jacques,PO685817,2013-12-01,Debout la République
PA795318,Boyard,Louis,PO744856,2024-12-04,La France Insoumise
PA795318,Boyard,Louis,PO744856,2025-12-03,La France Insoumise
PA795318,Boyard,Louis,PO744856,2022-12-02,La France Insoumise
PA795330,Caroit,Eléonore,PO806430,2022-12-02,Ensemble
PA795330,Caroit,Eléonore,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721538,Roques-Etienne,Muriel,PO761294,2020-12-01,La République en Marche
PA721722,Ghomi,Hadrien,PO806430,2022-12-02,Ensemble
PA332614,Juanico,Régis,PO684926,2018-12-01,Parti communiste français
PA332614,Juanico,Régis,PO684932,2017-12-01,Parti socialiste
PA332614,Juanico,Régis,PO684932,2012-12-01,Parti socialiste
PA332614,Juanico,Régis,PO684936,2020-12-01,Europe Écologie Les Verts
PA721234,Petit,Maud,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721234,Petit,Maud,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721234,Petit,Maud,PO684938,2017-12-01,Mouvement Démocrate
PA721234,Petit,Maud,PO806430,2022-12-02,Ensemble
PA719448,Chapelier,Annie,PO705103,2020-12-01,Non rattaché(s)
PA719448,Chapelier,Annie,PO744854,2017-12-01,En marche !
PA719448,Chapelier,Annie,PO761294,2018-12-01,La République en Marche
PA793592,Grangier,Géraldine,PO761239,2022-12-02,Rassemblement national
PA793592,Grangier,Géraldine,PO761239,2024-12-04,Rassemblement national
PA793592,Grangier,Géraldine,PO761239,2025-12-03,Rassemblement national
PA721182,Petit,Frédéric,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721182,Petit,Frédéric,PO806430,2022-12-02,Ensemble
PA721182,Petit,Frédéric,PO684938,2017-12-01,Mouvement Démocrate
PA721182,Petit,Frédéric,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721908,Braun-Pivet,Yaël,PO806430,2022-12-02,Ensemble
PA721908,Braun-Pivet,Yaël,PO744854,2017-12-01,En marche !
PA721908,Braun-Pivet,Yaël,PO761294,2018-12-01,La République en Marche
PA721908,Braun-Pivet,Yaël,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721908,Braun-Pivet,Yaël,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719100,Ardouin,Jean-Philippe,PO744854,2017-12-01,En marche !
PA719100,Ardouin,Jean-Philippe,PO761294,2018-12-01,La République en Marche
PA719100,Ardouin,Jean-Philippe,PO806430,2022-12-02,Ensemble
PA267233,Bouillon,Christophe,PO684932,2017-12-01,Parti socialiste
PA267233,Bouillon,Christophe,PO684932,2012-12-01,Parti socialiste
PA721506,Kuster,Brigitte,PO710396,2017-12-01,Les Républicains
PA720668,Blairy,Emmanuel,PO761239,2025-12-03,Rassemblement national
PA720668,Blairy,Emmanuel,PO761239,2022-12-02,Rassemblement national
PA720668,Blairy,Emmanuel,PO761239,2024-12-04,Rassemblement national
PA719372,Kasbarian,Guillaume,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719372,Kasbarian,Guillaume,PO744854,2017-12-01,En marche !
PA719372,Kasbarian,Guillaume,PO806430,2022-12-02,Ensemble
PA719372,Kasbarian,Guillaume,PO761294,2018-12-01,La République en Marche
PA721174,Son-Forget,Joachim,PO744854,2017-12-01,En marche !
PA721174,Son-Forget,Joachim,PO744864,2019-12-01,"Union des démocrates, radicaux et libéraux"
PA721174,Son-Forget,Joachim,PO746314,2020-12-01,Non déclaré(s)
PA721174,Son-Forget,Joachim,PO761294,2018-12-01,La République en Marche
PA793464,Delogu,Sébastien,PO744856,2022-12-02,La France Insoumise
PA793464,Delogu,Sébastien,PO744856,2025-12-03,La France Insoumise
PA793464,Delogu,Sébastien,PO744856,2024-12-04,La France Insoumise
PA722000,Buchou,Stéphane,PO744854,2017-12-01,En marche !
PA722000,Buchou,Stéphane,PO806430,2022-12-02,Ensemble
PA722000,Buchou,Stéphane,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722000,Buchou,Stéphane,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA722000,Buchou,Stéphane,PO761294,2018-12-01,La République en Marche
PA793632,Houssin,Timothée,PO761239,2022-12-02,Rassemblement national
PA793632,Houssin,Timothée,PO761239,2025-12-03,Rassemblement national
PA793632,Houssin,Timothée,PO761239,2024-12-04,Rassemblement national
PA794762,Dogor-Such,Sandrine,PO761239,2025-12-03,Rassemblement national
PA794762,Dogor-Such,Sandrine,PO761239,2022-12-02,Rassemblement national
PA794762,Dogor-Such,Sandrine,PO761239,2024-12-04,Rassemblement national
PA719778,Jolivet,François,PO761294,2018-12-01,La République en Marche
PA719778,Jolivet,François,PO744854,2017-12-01,En marche !
PA719778,Jolivet,François,PO852528,2025-12-03,Horizons
PA719778,Jolivet,François,PO806430,2022-12-02,Ensemble
PA719778,Jolivet,François,PO852528,2024-12-04,Horizons
PA719272,Meunier,Frédérique,PO710396,2017-12-01,Les Républicains
PA719272,Meunier,Frédérique,PO710396,2022-12-02,Les Républicains
PA719272,Meunier,Frédérique,PO710396,2024-12-04,Les Républicains
PA719272,Meunier,Frédérique,PO710396,2025-12-03,Les Républicains
PA793210,Panifous,Laurent,PO684934,2022-12-02,Parti radical de gauche
PA793210,Panifous,Laurent,PO744858,2024-12-04,Régions et peuples solidaires
PA720414,Perrot,Patrice,PO744854,2017-12-01,En marche !
PA720414,Perrot,Patrice,PO761294,2018-12-01,La République en Marche
PA720414,Perrot,Patrice,PO806430,2022-12-02,Ensemble
PA719512,Vignon,Corinne,PO744854,2017-12-01,En marche !
PA719512,Vignon,Corinne,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719512,Vignon,Corinne,PO806430,2022-12-02,Ensemble
PA719512,Vignon,Corinne,PO761294,2018-12-01,La République en Marche
PA719512,Vignon,Corinne,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719664,Lavergne,Pascal,PO761294,2018-12-01,La République en Marche
PA719664,Lavergne,Pascal,PO806430,2022-12-02,Ensemble
PA841243,Saint-Pasteur,Sébastien,PO684932,2025-12-03,Parti socialiste
PA841243,Saint-Pasteur,Sébastien,PO684932,2024-12-04,Parti socialiste
PA721690,Tan,Buon,PO744854,2017-12-01,En marche !
PA721690,Tan,Buon,PO761294,2018-12-01,La République en Marche
PA841495,Amblard,Maxime,PO761239,2024-12-04,Rassemblement national
PA841495,Amblard,Maxime,PO761239,2025-12-03,Rassemblement national
PA793724,Sala,Michel,PO744856,2022-12-02,La France Insoumise
PA795552,Odoul,Julien,PO761239,2025-12-03,Rassemblement national
PA795552,Odoul,Julien,PO761239,2022-12-02,Rassemblement national
PA795552,Odoul,Julien,PO761239,2024-12-04,Rassemblement national
PA842323,Provendier,Remi,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841351,Duplessy,Emmanuel,PO852530,2025-12-03,Les Écologistes - EELV
PA841351,Duplessy,Emmanuel,PO852530,2024-12-04,Les Écologistes - EELV
PA721110,Sanquer,Nicole,PO744864,2019-12-01,"Union des démocrates, radicaux et libéraux"
PA721110,Sanquer,Nicole,PO852526,2024-12-04,A here ia Porinetia
PA721110,Sanquer,Nicole,PO744860,2017-12-01,Tapura Huiraatira
PA721110,Sanquer,Nicole,PO852526,2025-12-03,A here ia Porinetia
PA642788,Véran,Olivier,PO684932,2012-12-01,Parti socialiste
PA642788,Véran,Olivier,PO761294,2018-12-01,La République en Marche
PA642788,Véran,Olivier,PO744854,2017-12-01,En marche !
PA794886,Blanc,Sophie,PO761239,2022-12-02,Rassemblement national
PA794886,Blanc,Sophie,PO761239,2024-12-04,Rassemblement national
PA794886,Blanc,Sophie,PO761239,2025-12-03,Rassemblement national
PA794878,Mournet,Benoit,PO806430,2022-12-02,Ensemble
PA718850,Cordier,Pierre,PO710396,2025-12-03,Les Républicains
PA718850,Cordier,Pierre,PO710396,2022-12-02,Les Républicains
PA718850,Cordier,Pierre,PO710396,2017-12-01,Les Républicains
PA718850,Cordier,Pierre,PO710396,2024-12-04,Les Républicains
PA267200,Huyghe,Sébastien,PO710396,2017-12-01,Les Républicains
PA267200,Huyghe,Sébastien,PO710396,2024-12-04,Les Républicains
PA267200,Huyghe,Sébastien,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA267200,Huyghe,Sébastien,PO710396,2015-12-01,Les Républicains
PA267200,Huyghe,Sébastien,PO710396,2025-12-03,Les Républicains
PA796118,Auzanot,Bénédicte,PO761239,2025-12-03,Rassemblement national
PA796118,Auzanot,Bénédicte,PO761239,2022-12-02,Rassemblement national
PA796118,Auzanot,Bénédicte,PO761239,2024-12-04,Rassemblement national
PA841359,de Pélichy,Constance,PO744858,2024-12-04,Régions et peuples solidaires
PA841359,de Pélichy,Constance,PO806444,2025-12-03,"Union des démocrates européens, centristes et indépendants"
PA720202,Krimi,Sonia,PO761294,2018-12-01,La République en Marche
PA720202,Krimi,Sonia,PO744854,2017-12-01,En marche !
PA267260,Poletti,Bérengère,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA267260,Poletti,Bérengère,PO710396,2017-12-01,Les Républicains
PA267260,Poletti,Bérengère,PO710396,2015-12-01,Les Républicains
PA719748,Chalas,Émilie,PO744854,2017-12-01,En marche !
PA719748,Chalas,Émilie,PO761294,2018-12-01,La République en Marche
PA606171,Ferrand,Richard,PO744854,2017-12-01,En marche !
PA606171,Ferrand,Richard,PO684932,2012-12-01,Parti socialiste
PA606171,Ferrand,Richard,PO761294,2018-12-01,La République en Marche
PA721656,Muschotti,Cécile,PO761294,2018-12-01,La République en Marche
PA721656,Muschotti,Cécile,PO744854,2017-12-01,En marche !
PA720124,Amadou,Aude,PO761294,2018-12-01,La République en Marche
PA720124,Amadou,Aude,PO744854,2017-12-01,En marche !
PA794402,Leduc,Charlotte,PO744856,2022-12-02,La France Insoumise
PA719540,Toutut-Picard,Élisabeth,PO761294,2018-12-01,La République en Marche
PA719540,Toutut-Picard,Élisabeth,PO744854,2017-12-01,En marche !
PA721816,Boucard,Ian,PO710396,2024-12-04,Les Républicains
PA721816,Boucard,Ian,PO710396,2017-12-01,Les Républicains
PA721816,Boucard,Ian,PO710396,2025-12-03,Les Républicains
PA721816,Boucard,Ian,PO710396,2022-12-02,Les Républicains
PA720154,Dubré-Chirat,Nicole,PO761294,2018-12-01,La République en Marche
PA720154,Dubré-Chirat,Nicole,PO806430,2022-12-02,Ensemble
PA720154,Dubré-Chirat,Nicole,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720154,Dubré-Chirat,Nicole,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720154,Dubré-Chirat,Nicole,PO744854,2017-12-01,En marche !
PA794894,Sabatini,Anaïs,PO761239,2022-12-02,Rassemblement national
PA794894,Sabatini,Anaïs,PO761239,2025-12-03,Rassemblement national
PA794894,Sabatini,Anaïs,PO761239,2024-12-04,Rassemblement national
PA841381,Pantel,Sophie,PO744858,2025-12-03,Régions et peuples solidaires
PA841381,Pantel,Sophie,PO684932,2024-12-04,Parti socialiste
PA718838,Brun,Fabrice,PO710396,2022-12-02,Les Républicains
PA718838,Brun,Fabrice,PO710396,2017-12-01,Les Républicains
PA718838,Brun,Fabrice,PO710396,2024-12-04,Les Républicains
PA718838,Brun,Fabrice,PO705103,2025-12-03,Non rattaché(s)
PA795844,Erodi,Karen,PO744856,2024-12-04,La France Insoumise
PA795844,Erodi,Karen,PO744856,2025-12-03,La France Insoumise
PA795844,Erodi,Karen,PO744856,2022-12-02,La France Insoumise
PA793398,Patrier-Leitus,Jérémie,PO852528,2025-12-03,Horizons
PA793398,Patrier-Leitus,Jérémie,PO806430,2022-12-02,Ensemble
PA793398,Patrier-Leitus,Jérémie,PO852528,2024-12-04,Horizons
PA719396,Larsonneur,Jean-Charles,PO806426,2022-12-02,Alliance centriste
PA719396,Larsonneur,Jean-Charles,PO761294,2018-12-01,La République en Marche
PA719396,Larsonneur,Jean-Charles,PO744854,2017-12-01,En marche !
PA794798,Buffet,Françoise,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA794798,Buffet,Françoise,PO806430,2022-12-02,Ensemble
PA794798,Buffet,Françoise,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA643157,Naillet,Philippe,PO806428,2022-12-02,Ambition Réunion
PA643157,Naillet,Philippe,PO833001,2024-12-04,Association ambition Réunion
PA643157,Naillet,Philippe,PO684932,2020-12-01,Parti socialiste
PA643157,Naillet,Philippe,PO684932,2016-12-01,Parti socialiste
PA643157,Naillet,Philippe,PO833001,2025-12-03,Association ambition Réunion
PA841131,Bouquin,Manon,PO761239,2024-12-04,Rassemblement national
PA841131,Bouquin,Manon,PO761239,2025-12-03,Rassemblement national
PA793904,Lopez-Liguori,Aurélien,PO761239,2025-12-03,Rassemblement national
PA793904,Lopez-Liguori,Aurélien,PO761239,2022-12-02,Rassemblement national
PA793904,Lopez-Liguori,Aurélien,PO761239,2024-12-04,Rassemblement national
PA720862,Descrozaille,Frédéric,PO806430,2022-12-02,Ensemble
PA720862,Descrozaille,Frédéric,PO761294,2018-12-01,La République en Marche
PA720862,Descrozaille,Frédéric,PO744854,2017-12-01,En marche !
PA267735,de Ganay,Claude,PO710396,2017-12-01,Les Républicains
PA267735,de Ganay,Claude,PO710396,2015-12-01,Les Républicains
PA267735,de Ganay,Claude,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA695512,Lepers,Guillaume,PO710396,2024-12-04,Les Républicains
PA695512,Lepers,Guillaume,PO710396,2025-12-03,Les Républicains
PA721218,Charrière,Sylvie,PO744854,2017-12-01,En marche !
PA721218,Charrière,Sylvie,PO761294,2018-12-01,La République en Marche
PA720610,Houplain,Myriane,PO761239,2021-12-01,Rassemblement national
PA719528,Portarrieu,Jean-François,PO852528,2025-12-03,Horizons
PA719528,Portarrieu,Jean-François,PO852528,2024-12-04,Horizons
PA719528,Portarrieu,Jean-François,PO761294,2018-12-01,La République en Marche
PA719528,Portarrieu,Jean-François,PO806426,2022-12-02,Alliance centriste
PA719528,Portarrieu,Jean-François,PO744854,2017-12-01,En marche !
PA642988,de Lépinau,Hervé,PO761239,2025-12-03,Rassemblement national
PA642988,de Lépinau,Hervé,PO761239,2022-12-02,Rassemblement national
PA642988,de Lépinau,Hervé,PO761239,2024-12-04,Rassemblement national
PA720210,Beauvais,Valérie,PO710396,2017-12-01,Les Républicains
PA266776,Reiss,Frédéric,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA266776,Reiss,Frédéric,PO710396,2015-12-01,Les Républicains
PA266776,Reiss,Frédéric,PO710396,2017-12-01,Les Républicains
