id_acteur,nom,prenom,parti,debut,nom_parti
PA793796,Taupiac,David,PO684934,2022-12-02,Parti radical de gauche
PA793796,Taupiac,David,PO744858,2025-12-03,Régions et peuples solidaires
PA841183,Mansouri,Hanane,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA841183,Mansouri,Hanane,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA2792,Taugourdeau,Jean-Charles,PO710396,2017-12-01,Les Républicains
PA2792,Taugourdeau,Jean-Charles,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA2792,Taugourdeau,Jean-Charles,PO710396,2015-12-01,Les Républicains
PA796114,Jaouen,Catherine,PO761239,2023-12-01,Rassemblement national
PA793444,Bompard,Manuel,PO744856,2024-12-04,La France Insoumise
PA793444,Bompard,Manuel,PO744856,2025-12-03,La France Insoumise
PA793444,Bompard,Manuel,PO744856,2022-12-02,La France Insoumise
PA719592,Simian,Benoit,PO761294,2018-12-01,La République en Marche
PA719592,Simian,Benoit,PO744858,2021-12-01,Régions et peuples solidaires
PA719592,Simian,Benoit,PO744864,2020-12-01,"Union des démocrates, radicaux et libéraux"
PA719592,Simian,Benoit,PO744854,2017-12-01,En marche !
PA721522,Batut,Xavier,PO761294,2018-12-01,La République en Marche
PA721522,Batut,Xavier,PO806430,2022-12-02,Ensemble
PA721522,Batut,Xavier,PO744854,2017-12-01,En marche !
PA795962,Missoffe,Joséphine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA795962,Missoffe,Joséphine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA718990,Blanc,Anne,PO744854,2017-12-01,En marche !
PA718990,Blanc,Anne,PO761294,2018-12-01,La République en Marche
PA722382,Dirx,Benjamin,PO761294,2018-12-01,La République en Marche
PA722382,Dirx,Benjamin,PO744854,2017-12-01,En marche !
PA722382,Dirx,Benjamin,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722382,Dirx,Benjamin,PO806430,2022-12-02,Ensemble
PA722382,Dirx,Benjamin,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA429893,Carvounas,Luc,PO684932,2017-12-01,Parti socialiste
PA335758,Riester,Franck,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA335758,Riester,Franck,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA335758,Riester,Franck,PO710396,2015-12-01,Les Républicains
PA335758,Riester,Franck,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA335758,Riester,Franck,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA795884,Ferracci,Marc,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA795884,Ferracci,Marc,PO806430,2022-12-02,Ensemble
PA721968,Vialay,Michel,PO710396,2017-12-01,Les Républicains
PA795762,Califer,Elie,PO806434,2022-12-02,Parti progressiste démocratique guadeloupéen
PA795762,Califer,Elie,PO806434,2024-12-04,Parti progressiste démocratique guadeloupéen
PA795762,Califer,Elie,PO806434,2025-12-03,Parti progressiste démocratique guadeloupéen
PA713448,Brenier,Marine,PO710396,2016-12-01,Les Républicains
PA713448,Brenier,Marine,PO710396,2017-12-01,Les Républicains
PA722150,Houlié,Sacha,PO761294,2018-12-01,La République en Marche
PA722150,Houlié,Sacha,PO744858,2024-12-04,Régions et peuples solidaires
PA722150,Houlié,Sacha,PO744854,2017-12-01,En marche !
PA722150,Houlié,Sacha,PO744858,2025-12-03,Régions et peuples solidaires
PA722150,Houlié,Sacha,PO806430,2022-12-02,Ensemble
PA721344,Bonnell,Bruno,PO761294,2018-12-01,La République en Marche
PA721344,Bonnell,Bruno,PO744854,2017-12-01,En marche !
PA331481,Le Maire,Bruno,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA331481,Le Maire,Bruno,PO710396,2015-12-01,Les Républicains
PA719684,Dubost,Coralie,PO744854,2017-12-01,En marche !
PA719684,Dubost,Coralie,PO761294,2018-12-01,La République en Marche
PA793716,Croizier,Laurent,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793716,Croizier,Laurent,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA793716,Croizier,Laurent,PO806430,2022-12-02,Ensemble
PA721442,Petex,Christelle,PO710396,2024-12-04,Les Républicains
PA721442,Petex,Christelle,PO710396,2021-08-03,Les Républicains
PA721442,Petex,Christelle,PO710396,2022-12-02,Les Républicains
PA721992,Gallerneau,Patricia,PO684938,2017-12-01,Mouvement Démocrate
PA722252,Rixain,Marie-Pierre,PO806430,2022-12-02,Ensemble
PA722252,Rixain,Marie-Pierre,PO761294,2018-12-01,La République en Marche
PA722252,Rixain,Marie-Pierre,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722252,Rixain,Marie-Pierre,PO806430,2024-12-04,Ensemble
PA722252,Rixain,Marie-Pierre,PO744854,2017-12-01,En marche !
PA795258,Gumbs,Frantz,PO806430,2022-12-02,Ensemble
PA795258,Gumbs,Frantz,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA795258,Gumbs,Frantz,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA841601,Levasseur,Pauline,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA332228,Benoit,Thierry,PO852528,2025-12-03,Horizons
PA332228,Benoit,Thierry,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA332228,Benoit,Thierry,PO684940,2012-12-01,"Union des radicaux centristes, indépendants et démocrates"
PA332228,Benoit,Thierry,PO852528,2024-12-04,Horizons
PA332228,Benoit,Thierry,PO806430,2022-12-02,Ensemble
PA774956,Hemedinger,Yves,PO710396,2020-12-01,Les Républicains
PA605069,Bricout,Jean-Louis,PO684932,2017-12-01,Parti socialiste
PA605069,Bricout,Jean-Louis,PO684932,2012-12-01,Parti socialiste
PA605069,Bricout,Jean-Louis,PO744858,2022-12-02,Régions et peuples solidaires
PA719616,Euzet,Christophe,PO684938,2020-12-01,Mouvement Démocrate
PA719616,Euzet,Christophe,PO744854,2017-12-01,En marche !
PA719616,Euzet,Christophe,PO761294,2018-12-01,La République en Marche
PA720038,Josso,Sandrine,PO705103,2019-12-01,Non rattaché(s)
PA720038,Josso,Sandrine,PO761294,2018-12-01,La République en Marche
PA720038,Josso,Sandrine,PO744864,2020-12-01,"Union des démocrates, radicaux et libéraux"
PA720038,Josso,Sandrine,PO744854,2017-12-01,En marche !
PA720038,Josso,Sandrine,PO806430,2022-12-02,Ensemble
PA720038,Josso,Sandrine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720038,Josso,Sandrine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721678,Reda,Robin,PO710396,2017-12-01,Les Républicains
PA721678,Reda,Robin,PO806430,2022-12-02,Ensemble
PA720198,Galbadon,Grégory,PO744854,2017-12-01,En marche !
PA841107,Oberti,Jacques,PO684932,2025-12-03,Parti socialiste
PA841107,Oberti,Jacques,PO684932,2024-12-04,Parti socialiste
PA721458,Roseren,Xavier,PO744854,2017-12-01,En marche !
PA721458,Roseren,Xavier,PO852528,2024-12-04,Horizons
PA721458,Roseren,Xavier,PO806430,2022-12-02,Ensemble
PA721458,Roseren,Xavier,PO761294,2018-12-01,La République en Marche
PA721458,Roseren,Xavier,PO852528,2025-12-03,Horizons
PA266808,Rolland,Vincent,PO710396,2024-12-04,Les Républicains
PA266808,Rolland,Vincent,PO710396,2022-12-02,Les Républicains
PA266808,Rolland,Vincent,PO710396,2025-12-03,Les Républicains
PA266808,Rolland,Vincent,PO710396,2017-12-01,Les Républicains
PA331973,Got,Pascale,PO684932,2012-12-01,Parti socialiste
PA331973,Got,Pascale,PO684932,2025-12-03,Parti socialiste
PA331973,Got,Pascale,PO684932,2024-12-04,Parti socialiste
PA722292,Rudigoz,Thomas,PO761294,2018-12-01,La République en Marche
PA722292,Rudigoz,Thomas,PO806430,2022-12-02,Ensemble
PA722292,Rudigoz,Thomas,PO744854,2017-12-01,En marche !
PA346782,Juvin,Philippe,PO710396,2024-12-04,Les Républicains
PA346782,Juvin,Philippe,PO710396,2025-12-03,Les Républicains
PA346782,Juvin,Philippe,PO710396,2022-12-02,Les Républicains
PA2150,Mélenchon,Jean-Luc,PO744856,2017-12-01,La France Insoumise
PA721126,Guion-Firmin,Claire,PO710396,2017-12-01,Les Républicains
PA332523,Dalloz,Marie-Christine,PO710396,2015-12-01,Les Républicains
PA332523,Dalloz,Marie-Christine,PO710396,2022-12-02,Les Républicains
PA332523,Dalloz,Marie-Christine,PO710396,2025-12-03,Les Républicains
PA332523,Dalloz,Marie-Christine,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA332523,Dalloz,Marie-Christine,PO710396,2024-12-04,Les Républicains
PA332523,Dalloz,Marie-Christine,PO710396,2017-12-01,Les Républicains
PA721768,Silin,Marie,PO761294,2020-12-01,La République en Marche
PA795774,Dordain,Ingrid,PO806430,2023-12-01,Ensemble
PA841777,Sanvert,Arnaud,PO761239,2024-12-04,Rassemblement national
PA794494,Vicot,Roger,PO684932,2022-12-02,Parti socialiste
PA794494,Vicot,Roger,PO684932,2025-12-03,Parti socialiste
PA794494,Vicot,Roger,PO684932,2024-12-04,Parti socialiste
PA717161,Borne,Élisabeth,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA717161,Borne,Élisabeth,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720242,Abba,Bérangère,PO761294,2018-12-01,La République en Marche
PA720242,Abba,Bérangère,PO744854,2017-12-01,En marche !
PA795664,Midy,Paul,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA795664,Midy,Paul,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA795664,Midy,Paul,PO806430,2022-12-02,Ensemble
PA841973,Carbonnel,Pierre-Henri,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA720006,Geismar,Luc,PO684938,2020-12-01,Mouvement Démocrate
PA720006,Geismar,Luc,PO806430,2022-12-02,Ensemble
PA793476,Dubois,Francis,PO710396,2022-12-02,Les Républicains
PA719138,Castellani,Michel,PO744858,2022-12-02,Régions et peuples solidaires
PA719138,Castellani,Michel,PO744858,2025-12-03,Régions et peuples solidaires
PA719138,Castellani,Michel,PO744858,2017-12-01,Régions et peuples solidaires
PA719138,Castellani,Michel,PO744858,2024-12-04,Régions et peuples solidaires
PA794058,Gruet,Justine,PO710396,2025-12-03,Les Républicains
PA794058,Gruet,Justine,PO710396,2022-12-02,Les Républicains
PA794058,Gruet,Justine,PO710396,2024-12-04,Les Républicains
PA721560,Griveaux,Benjamin,PO761294,2019-12-01,La République en Marche
PA720976,Mathiasin,Max,PO744858,2022-12-02,Régions et peuples solidaires
PA720976,Mathiasin,Max,PO744858,2024-12-04,Régions et peuples solidaires
PA720976,Mathiasin,Max,PO744858,2025-12-03,Régions et peuples solidaires
PA720976,Mathiasin,Max,PO684938,2017-12-01,Mouvement Démocrate
PA840869,Joubert,Florence,PO761239,2024-12-04,Rassemblement national
PA840869,Joubert,Florence,PO761239,2025-12-03,Rassemblement national
PA721498,Guerini,Stanislas,PO744854,2017-12-01,En marche !
PA721498,Guerini,Stanislas,PO761294,2018-12-01,La République en Marche
PA841075,Josserand,Sylvie,PO761239,2025-12-03,Rassemblement national
PA841075,Josserand,Sylvie,PO761239,2024-12-04,Rassemblement national
PA793672,Loir,Christine,PO761239,2024-12-04,Rassemblement national
PA793672,Loir,Christine,PO761239,2025-12-03,Rassemblement national
PA793672,Loir,Christine,PO761239,2022-12-02,Rassemblement national
PA720178,Garcia,Laurent,PO684938,2017-12-01,Mouvement Démocrate
PA720798,Aliot,Louis,PO684946,2017-12-01,Front National
PA720798,Aliot,Louis,PO761239,2018-12-01,Rassemblement national
PA719484,Daufès-Roux,Catherine,PO761294,2021-12-01,La République en Marche
PA796070,Gaillard,Perceval,PO806442,2022-12-02,Rézistan's Égalité 974
PA796070,Gaillard,Perceval,PO806442,2024-12-04,Rézistan's Égalité 974
PA796070,Gaillard,Perceval,PO806442,2025-12-03,Rézistan's Égalité 974
PA793282,Parakian,Didier,PO806430,2023-12-01,Ensemble
PA719044,Essayan,Nadia,PO684938,2017-12-01,Mouvement Démocrate
PA606573,Dombre Coste,Fanny,PO684932,2024-12-04,Parti socialiste
PA606573,Dombre Coste,Fanny,PO684932,2025-12-03,Parti socialiste
PA606573,Dombre Coste,Fanny,PO684932,2012-12-01,Parti socialiste
PA702054,Claireaux,Stéphane,PO685813,2017-12-01,Cap sur l'avenir
PA702054,Claireaux,Stéphane,PO685813,2014-12-01,Cap sur l'avenir
PA795900,Hamelet,Marine,PO761239,2024-12-04,Rassemblement national
PA795900,Hamelet,Marine,PO761239,2025-12-03,Rassemblement national
PA795900,Hamelet,Marine,PO761239,2022-12-02,Rassemblement national
PA783463,Métadier,Sophie,PO744864,2021-12-01,"Union des démocrates, radicaux et libéraux"
PA719830,Démoulin,Nicolas,PO744854,2017-12-01,En marche !
PA719830,Démoulin,Nicolas,PO761294,2018-12-01,La République en Marche
PA794906,Amard,Gabriel,PO744856,2025-12-03,La France Insoumise
PA794906,Amard,Gabriel,PO744856,2022-12-02,La France Insoumise
PA794906,Amard,Gabriel,PO744856,2024-12-04,La France Insoumise
PA774958,Leseul,Gérard,PO684932,2020-12-01,Parti socialiste
PA774958,Leseul,Gérard,PO684932,2022-12-02,Parti socialiste
PA774958,Leseul,Gérard,PO684932,2024-12-04,Parti socialiste
PA774958,Leseul,Gérard,PO684932,2025-12-03,Parti socialiste
PA719632,Panonacle,Sophie,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719632,Panonacle,Sophie,PO806430,2022-12-02,Ensemble
PA719632,Panonacle,Sophie,PO761294,2018-12-01,La République en Marche
PA719632,Panonacle,Sophie,PO744854,2017-12-01,En marche !
PA719632,Panonacle,Sophie,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA794082,Hignet,Mathilde,PO744856,2025-12-03,La France Insoumise
PA794082,Hignet,Mathilde,PO744856,2024-12-04,La France Insoumise
PA794082,Hignet,Mathilde,PO744856,2022-12-02,La France Insoumise
PA720108,Oppelt,Valérie,PO744854,2017-12-01,En marche !
PA720108,Oppelt,Valérie,PO761294,2018-12-01,La République en Marche
PA1960,Leroy,Maurice,PO685872,2014-12-01,Association PSLE - Nouveau Centre
PA1960,Leroy,Maurice,PO685821,2012-12-01,Démocratie et République
PA1960,Leroy,Maurice,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA1960,Leroy,Maurice,PO685817,2013-12-01,Debout la République
PA841893,Thiébault-Martinez,Céline,PO684932,2025-12-03,Parti socialiste
PA841893,Thiébault-Martinez,Céline,PO684932,2024-12-04,Parti socialiste
PA942,de Courson,Charles,PO806444,2022-12-02,"Union des démocrates européens, centristes et indépendants"
PA942,de Courson,Charles,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA942,de Courson,Charles,PO806444,2024-12-04,"Union des démocrates européens, centristes et indépendants"
PA942,de Courson,Charles,PO806444,2025-12-03,"Union des démocrates européens, centristes et indépendants"
PA942,de Courson,Charles,PO685872,2012-12-01,Association PSLE - Nouveau Centre
PA719472,Cazeneuve,Jean-René,PO806430,2022-12-02,Ensemble
PA719472,Cazeneuve,Jean-René,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719472,Cazeneuve,Jean-René,PO744854,2017-12-01,En marche !
PA719472,Cazeneuve,Jean-René,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719472,Cazeneuve,Jean-René,PO761294,2018-12-01,La République en Marche
PA793416,Sertin,Freddy,PO806430,2022-12-02,Ensemble
PA608083,Bourguignon,Brigitte,PO761294,2018-12-01,La République en Marche
PA608083,Bourguignon,Brigitte,PO684932,2012-12-01,Parti socialiste
PA608083,Bourguignon,Brigitte,PO744854,2017-12-01,En marche !
PA720630,Minot,Maxime,PO710396,2017-12-01,Les Républicains
PA720630,Minot,Maxime,PO710396,2022-12-02,Les Républicains
PA795958,Haddad,Benjamin,PO806430,2022-12-02,Ensemble
PA719676,Ressiguier,Muriel,PO744856,2017-12-01,La France Insoumise
PA721800,Matras,Fabien,PO761294,2018-12-01,La République en Marche
PA721800,Matras,Fabien,PO744854,2017-12-01,En marche !
PA720318,Zannier,Hélène,PO744854,2017-12-01,En marche !
PA720318,Zannier,Hélène,PO761294,2018-12-01,La République en Marche
PA870009,Duparay,Lionel,PO710396,2025-12-03,Les Républicains
PA607846,Darmanin,Gérald,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA607846,Darmanin,Gérald,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA607846,Darmanin,Gérald,PO710396,2015-12-01,Les Républicains
PA840171,Grégoire,Emmanuel,PO684932,2025-12-03,Parti socialiste
PA840171,Grégoire,Emmanuel,PO684932,2024-12-04,Parti socialiste
PA794522,Berteloot,Pierrick,PO761239,2022-12-02,Rassemblement national
PA719728,Le Bohec,Gaël,PO761294,2018-12-01,La République en Marche
PA719728,Le Bohec,Gaël,PO744854,2017-12-01,En marche !
PA720900,Rilhac,Cécile,PO806430,2022-12-02,Ensemble
PA720900,Rilhac,Cécile,PO761294,2018-12-01,La République en Marche
PA720900,Rilhac,Cécile,PO744854,2017-12-01,En marche !
PA795310,Guetté,Clémence,PO744856,2025-12-03,La France Insoumise
PA795310,Guetté,Clémence,PO744856,2024-12-04,La France Insoumise
PA795310,Guetté,Clémence,PO744856,2022-12-02,La France Insoumise
PA721158,Anglade,Pieyre-Alexandre,PO761294,2018-12-01,La République en Marche
PA721158,Anglade,Pieyre-Alexandre,PO806430,2022-12-02,Ensemble
PA721158,Anglade,Pieyre-Alexandre,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721158,Anglade,Pieyre-Alexandre,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721158,Anglade,Pieyre-Alexandre,PO744854,2017-12-01,En marche !
PA267289,Door,Jean-Pierre,PO710396,2017-12-01,Les Républicains
PA267289,Door,Jean-Pierre,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA267289,Door,Jean-Pierre,PO710396,2015-12-01,Les Républicains
PA795746,Léaument,Antoine,PO744856,2025-12-03,La France Insoumise
PA795746,Léaument,Antoine,PO744856,2022-12-02,La France Insoumise
PA795746,Léaument,Antoine,PO744856,2024-12-04,La France Insoumise
PA719736,Galliard-Minier,Camille,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719736,Galliard-Minier,Camille,PO761294,2020-12-01,La République en Marche
PA719210,Joncour,Bruno,PO684938,2017-12-01,Mouvement Démocrate
PA841605,Golliot,Antoine,PO761239,2025-12-03,Rassemblement national
PA841605,Golliot,Antoine,PO761239,2024-12-04,Rassemblement national
PA721434,Lardet,Frédérique,PO744854,2017-12-01,En marche !
PA721434,Lardet,Frédérique,PO761294,2018-12-01,La République en Marche
PA796018,Simonnet,Danielle,PO684926,2024-12-04,Parti communiste français
PA796018,Simonnet,Danielle,PO684926,2025-12-03,Parti communiste français
PA796018,Simonnet,Danielle,PO744856,2022-12-02,La France Insoumise
PA610002,Sas,Eva,PO852530,2025-12-03,Les Écologistes - EELV
PA610002,Sas,Eva,PO852530,2024-12-04,Les Écologistes - EELV
PA610002,Sas,Eva,PO684936,2022-12-02,Europe Écologie Les Verts
PA610002,Sas,Eva,PO684936,2012-12-01,Europe Écologie Les Verts
PA793218,Guitton,Jordan,PO761239,2025-12-03,Rassemblement national
PA793218,Guitton,Jordan,PO761239,2024-12-04,Rassemblement national
PA793218,Guitton,Jordan,PO761239,2022-12-02,Rassemblement national
PA793708,Peytavie,Sébastien,PO852530,2024-12-04,Les Écologistes - EELV
PA793708,Peytavie,Sébastien,PO852530,2025-12-03,Les Écologistes - EELV
PA793708,Peytavie,Sébastien,PO684936,2022-12-02,Europe Écologie Les Verts
PA720214,Kuric,Aina,PO761294,2018-12-01,La République en Marche
PA720214,Kuric,Aina,PO761294,2019-12-01,La République en Marche
PA720214,Kuric,Aina,PO684938,2020-12-01,Mouvement Démocrate
PA720214,Kuric,Aina,PO744854,2017-12-01,En marche !
PA841737,Gery,Jonathan,PO761239,2024-12-04,Rassemblement national
PA841737,Gery,Jonathan,PO761239,2025-12-03,Rassemblement national
PA721924,de Vaucouleurs,Michèle,PO684938,2017-12-01,Mouvement Démocrate
PA841539,Gokel,Julien,PO684932,2024-12-04,Parti socialiste
PA841539,Gokel,Julien,PO684932,2025-12-03,Parti socialiste
PA720278,Orphelin,Matthieu,PO761294,2018-12-01,La République en Marche
PA720278,Orphelin,Matthieu,PO705103,2019-12-01,Non rattaché(s)
PA720278,Orphelin,Matthieu,PO684936,2020-12-01,Europe Écologie Les Verts
PA720278,Orphelin,Matthieu,PO744854,2017-12-01,En marche !
PA783457,Habert-Dassault,Victor,PO710396,2021-06-07,Les Républicains
PA783457,Habert-Dassault,Victor,PO710396,2022-12-02,Les Républicains
PA718954,Ahamada,Saïd,PO761294,2018-12-01,La République en Marche
PA718954,Ahamada,Saïd,PO744854,2017-12-01,En marche !
PA719850,Motin,Cendra,PO744854,2017-12-01,En marche !
PA719850,Motin,Cendra,PO761294,2018-12-01,La République en Marche
PA794410,Seitlinger,Vincent,PO710396,2022-12-02,Les Républicains
PA721880,Guévenoux,Marie,PO761294,2018-12-01,La République en Marche
PA721880,Guévenoux,Marie,PO806430,2022-12-02,Ensemble
PA721880,Guévenoux,Marie,PO744854,2017-12-01,En marche !
PA795888,Rousselot,Marie-Ange,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841047,Ceccoli,François-Xavier,PO710396,2024-12-04,Les Républicains
PA841047,Ceccoli,François-Xavier,PO710396,2025-12-03,Les Républicains
PA610733,Robert,Thierry,PO684938,2017-12-01,Mouvement Démocrate
PA610733,Robert,Thierry,PO686037,2012-12-01,La politique autrement
PA841927,Ronceret,Anne-Sophie,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719914,Darrieussecq,Geneviève,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719914,Darrieussecq,Geneviève,PO806430,2023-12-01,Ensemble
PA794486,Spillebout,Violette,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA794486,Spillebout,Violette,PO806430,2022-12-02,Ensemble
PA794486,Spillebout,Violette,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720538,De Temmerman,Jennifer,PO705103,2019-12-01,Non rattaché(s)
PA720538,De Temmerman,Jennifer,PO761294,2018-12-01,La République en Marche
PA720538,De Temmerman,Jennifer,PO744858,2020-12-01,Régions et peuples solidaires
PA720538,De Temmerman,Jennifer,PO744854,2017-12-01,En marche !
PA643192,Jourdan,Chantal,PO684932,2022-12-02,Parti socialiste
PA643192,Jourdan,Chantal,PO684932,2020-12-01,Parti socialiste
PA643192,Jourdan,Chantal,PO684932,2024-12-04,Parti socialiste
PA643192,Jourdan,Chantal,PO684932,2025-12-03,Parti socialiste
PA793992,Alfandari,Henri,PO806430,2022-12-02,Ensemble
PA793992,Alfandari,Henri,PO852528,2025-12-03,Horizons
PA793992,Alfandari,Henri,PO852528,2024-12-04,Horizons
PA720764,Lasserre,Florence,PO684938,2017-12-01,Mouvement Démocrate
PA720764,Lasserre,Florence,PO806430,2022-12-02,Ensemble
PA840781,Tonussi,Romain,PO761239,2025-12-03,Rassemblement national
PA840781,Tonussi,Romain,PO761239,2024-12-04,Rassemblement national
PA719652,Hammerer,Véronique,PO761294,2018-12-01,La République en Marche
PA719652,Hammerer,Véronique,PO744854,2017-12-01,En marche !
PA1592,Habib,David,PO684932,2017-12-01,Parti socialiste
PA1592,Habib,David,PO744858,2025-12-03,Régions et peuples solidaires
PA1592,Habib,David,PO684934,2022-12-02,Parti radical de gauche
PA1592,Habib,David,PO684932,2012-12-01,Parti socialiste
PA1592,Habib,David,PO744858,2024-12-04,Régions et peuples solidaires
PA793306,Pradal,Philippe,PO806430,2022-12-02,Ensemble
PA794650,Tellier,Jean-Marc,PO684926,2022-12-02,Parti communiste français
PA841853,Hervieu,Céline,PO684932,2024-12-04,Parti socialiste
PA841853,Hervieu,Céline,PO684932,2025-12-03,Parti socialiste
PA719570,Fabre,Catherine,PO744854,2017-12-01,En marche !
PA719570,Fabre,Catherine,PO761294,2018-12-01,La République en Marche
PA793928,Diaz,Edwige,PO761239,2025-12-03,Rassemblement national
PA793928,Diaz,Edwige,PO761239,2022-12-02,Rassemblement national
PA793928,Diaz,Edwige,PO761239,2024-12-04,Rassemblement national
PA722268,Wonner,Martine,PO744858,2020-12-01,Régions et peuples solidaires
PA722268,Wonner,Martine,PO761294,2018-12-01,La République en Marche
PA722268,Wonner,Martine,PO744854,2017-12-01,En marche !
PA721426,Riotton,Véronique,PO744854,2017-12-01,En marche !
PA721426,Riotton,Véronique,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721426,Riotton,Véronique,PO761294,2018-12-01,La République en Marche
PA721426,Riotton,Véronique,PO806430,2022-12-02,Ensemble
PA721426,Riotton,Véronique,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722280,Meyer,Philippe,PO710396,2020-12-01,Les Républicains
PA795596,Vannier,Paul,PO744856,2022-12-02,La France Insoumise
PA795596,Vannier,Paul,PO744856,2025-12-03,La France Insoumise
PA795596,Vannier,Paul,PO744856,2024-12-04,La France Insoumise
PA795954,Ibled,Catherine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA841869,Gonord,Michel,PO852528,2024-12-04,Horizons
PA718710,Boyer,Pascale,PO761294,2018-12-01,La République en Marche
PA718710,Boyer,Pascale,PO806430,2022-12-02,Ensemble
PA718710,Boyer,Pascale,PO744854,2017-12-01,En marche !
PA722170,Beaudouin-Hubiere,Sophie,PO744854,2017-12-01,En marche !
PA722170,Beaudouin-Hubiere,Sophie,PO761294,2018-12-01,La République en Marche
PA795778,Tanguy,Jean-Philippe,PO761239,2024-12-04,Rassemblement national
PA795778,Tanguy,Jean-Philippe,PO761239,2022-12-02,Rassemblement national
PA795778,Tanguy,Jean-Philippe,PO761239,2025-12-03,Rassemblement national
PA720870,Mbaye,Jean François,PO761294,2018-12-01,La République en Marche
PA720870,Mbaye,Jean François,PO744854,2017-12-01,En marche !
PA267801,Jégo,Yves,PO684940,2012-12-01,"Union des radicaux centristes, indépendants et démocrates"
PA267801,Jégo,Yves,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA719250,Chassaing,Philippe,PO744854,2017-12-01,En marche !
PA719250,Chassaing,Philippe,PO761294,2018-12-01,La République en Marche
PA722086,Taquet,Adrien,PO744854,2017-12-01,En marche !
PA722086,Taquet,Adrien,PO761294,2018-12-01,La République en Marche
PA796034,Giletti,Frank,PO761239,2025-12-03,Rassemblement national
PA796034,Giletti,Frank,PO761239,2024-12-04,Rassemblement national
PA796034,Giletti,Frank,PO761239,2022-12-02,Rassemblement national
PA796106,Bénard,Édouard,PO684926,2025-12-03,Parti communiste français
PA796106,Bénard,Édouard,PO684926,2024-12-04,Parti communiste français
PA840657,Ricourt Vaginay,Sophie,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA840657,Ricourt Vaginay,Sophie,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA607090,Vigier,Jean-Pierre,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA607090,Vigier,Jean-Pierre,PO710396,2017-12-01,Les Républicains
PA607090,Vigier,Jean-Pierre,PO710396,2022-12-02,Les Républicains
PA607090,Vigier,Jean-Pierre,PO710396,2025-12-03,Les Républicains
PA607090,Vigier,Jean-Pierre,PO710396,2015-12-01,Les Républicains
PA607090,Vigier,Jean-Pierre,PO710396,2024-12-04,Les Républicains
PA841701,Balage El Mariky,Léa,PO852530,2025-12-03,Les Écologistes - EELV
